CustomerID,LastPurchaseDate,TotalRevenue,TotalOrders,RecencyDays,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12511.0,2010-10-07 10:39:00,3084.02,1,428,1,3084.02,1,1,5,115,Low Value
12512.0,2011-10-04 14:55:00,132.18,2,65,2,132.18,3,2,1,321,Promising
12513.0,2011-08-19 10:51:00,612.29,1,112,1,612.29,3,1,3,313,Promising
12514.0,2011-03-17 16:38:00,1597.76,2,266,2,1597.76,2,2,4,224,Low Value
12515.0,2010-12-21 15:43:00,383.7,1,352,1,383.7,2,1,2,212,Low Value
12516.0,2011-09-23 09:13:00,2648.62,4,77,4,2648.62,3,3,4,334,Loyal Customers
12517.0,2011-11-11 14:04:00,2481.6,5,27,5,2481.6,4,4,4,444,Champions
12518.0,2011-12-09 10:13:00,2056.89,5,0,5,2056.89,5,4,4,544,Champions
12519.0,2011-10-07 09:26:00,716.54,2,63,2,716.54,3,2,3,323,Promising
12520.0,2011-09-21 15:23:00,2634.26,5,78,5,2634.26,3,4,4,344,Loyal Customers
12521.0,2011-07-20 10:51:00,599.68,1,142,1,599.68,3,1,2,312,Promising
12522.0,2011-10-31 15:30:00,192.72,2,38,2,192.72,4,2,1,421,New Customers
12523.0,2011-11-20 12:55:00,4352.35,23,18,23,4352.35,5,5,5,555,Champions
12524.0,2011-11-30 15:31:00,11126.11,17,8,17,11126.11,5,5,5,555,Champions
12525.0,2010-07-29 16:08:00,973.73,3,497,3,973.73,1,3,3,133,At Risk
12526.0,2011-12-09 12:09:00,1316.66,3,0,3,1316.66,5,3,4,534,Loyal Customers
12527.0,2011-09-19 11:55:00,735.51,5,81,5,735.51,3,4,3,343,Loyal Customers
12528.0,2011-11-30 14:40:00,1933.48,6,8,6,1933.48,5,4,4,544,Champions
12529.0,2010-06-29 13:10:00,316.48,1,527,1,316.48,1,1,2,112,Low Value
12530.0,2011-10-11 12:34:00,3759.26,9,59,9,3759.26,3,5,5,355,Loyal Customers
12531.0,2011-11-25 11:12:00,1933.2,2,14,2,1933.2,5,2,4,524,New Customers
12532.0,2011-11-09 13:47:00,349.83000000000004,1,29,1,349.83000000000004,4,1,2,412,New Customers
12533.0,2010-03-22 10:56:00,1367.89,2,627,2,1367.89,1,2,4,124,Need Attention
12534.0,2011-08-01 10:26:00,1089.18,1,130,1,1089.18,3,1,3,313,Promising
12535.0,2011-09-09 08:48:00,716.35,2,91,2,716.35,3,2,3,323,Promising
12536.0,2011-10-27 14:20:00,12601.830000000002,3,42,3,12601.830000000002,4,3,5,435,Loyal Customers
12537.0,2010-10-27 08:36:00,732.94,1,408,1,732.94,2,1,3,213,Low Value
12538.0,2011-11-10 17:16:00,640.45,2,28,2,640.45,4,2,3,423,New Customers
12539.0,2011-11-17 13:30:00,11214.75,7,21,7,11214.75,4,4,5,445,Champions
12540.0,2011-11-20 11:31:00,22254.49,33,19,33,22254.49,4,5,5,455,Champions
12541.0,2011-11-10 10:40:00,981.18,3,29,3,981.18,4,3,3,433,Loyal Customers
12542.0,2010-08-12 19:12:00,481.88,2,483,2,481.88,1,2,2,122,Need Attention
12543.0,2010-09-17 15:51:00,980.25,1,447,1,980.25,1,1,3,113,Low Value
12544.0,2011-11-03 16:15:00,372.7,1,35,1,372.7,4,1,2,412,New Customers
12545.0,2011-09-25 13:39:00,1000.39,2,74,2,1000.39,3,2,3,323,Promising
12546.0,2011-10-24 12:09:00,1161.5,2,46,2,1161.5,4,2,3,423,New Customers
12547.0,2011-05-26 12:38:00,383.58,3,197,3,383.58,2,3,2,232,At Risk
12548.0,2011-06-26 15:35:00,95.19999999999999,1,165,1,95.19999999999999,3,1,1,311,Promising
12549.0,2010-05-13 12:05:00,1575.68,6,575,6,1575.68,1,4,4,144,At Risk
12550.0,2011-09-21 14:35:00,964.83,1,78,1,964.83,3,1,3,313,Promising
12551.0,2010-12-17 11:23:00,168.0,1,357,1,168.0,2,1,1,211,Low Value
12552.0,2011-11-01 10:02:00,437.82,2,38,2,437.82,4,2,2,422,New Customers
12553.0,2011-12-01 16:38:00,4608.75,12,7,12,4608.75,5,5,5,555,Champions
12554.0,2010-09-17 12:29:00,468.5,1,448,1,468.5,1,1,2,112,Low Value
12555.0,2010-01-26 16:26:00,129.23,1,681,1,129.23,1,1,1,111,Low Value
12556.0,2011-10-20 13:06:00,599.56,2,49,2,599.56,4,2,2,422,New Customers
12557.0,2011-11-23 16:59:00,18096.14,8,15,8,18096.14,5,4,5,545,Champions
12558.0,2011-12-02 10:41:00,269.96,1,7,1,269.96,5,1,1,511,New Customers
12559.0,2011-02-02 09:49:00,561.71,2,310,2,561.71,2,2,2,222,Low Value
12560.0,2011-12-04 13:54:00,2134.01,3,4,3,2134.01,5,3,4,534,Loyal Customers
12561.0,2011-02-10 11:39:00,238.85,1,302,1,238.85,2,1,1,211,Low Value
12562.0,2011-12-01 17:20:00,4966.92,9,7,9,4966.92,5,5,5,555,Champions
12563.0,2010-10-27 09:52:00,249.24,1,408,1,249.24,2,1,1,211,Low Value
12564.0,2011-03-23 14:55:00,456.9,1,260,1,456.9,2,1,2,212,Low Value
12565.0,2011-02-24 10:34:00,145.92,1,288,1,145.92,2,1,1,211,Low Value
12566.0,2011-09-14 14:30:00,351.65,1,85,1,351.65,3,1,2,312,Promising
12567.0,2011-11-17 11:02:00,11767.48,15,22,15,11767.48,4,5,5,455,Champions
12568.0,2010-03-05 09:15:00,70.0,1,644,1,70.0,1,1,1,111,Low Value
12569.0,2011-12-07 16:24:00,4124.69,32,1,32,4124.69,5,5,5,555,Champions
12570.0,2010-01-26 17:28:00,77.52,1,681,1,77.52,1,1,1,111,Low Value
12571.0,2011-10-31 10:19:00,519.61,2,39,2,519.61,4,2,2,422,New Customers
12572.0,2011-12-01 09:20:00,1020.42,2,8,2,1020.42,5,2,3,523,New Customers
12573.0,2011-04-26 15:52:00,717.41,5,226,5,717.41,2,4,3,243,At Risk
12574.0,2011-01-28 09:20:00,218.45,1,315,1,218.45,2,1,1,211,Low Value
12575.0,2010-09-08 13:09:00,622.8199999999999,2,456,2,622.8199999999999,1,2,3,123,Need Attention
12576.0,2011-11-04 10:11:00,2142.72,8,35,8,2142.72,4,4,4,444,Champions
12577.0,2011-11-04 13:24:00,1617.1,8,34,8,1617.1,4,4,4,444,Champions
12578.0,2011-11-18 13:30:00,4642.45,4,20,4,4642.45,4,3,5,435,Loyal Customers
12579.0,2011-09-22 17:15:00,440.42,1,77,1,440.42,3,1,2,312,Promising
12580.0,2011-04-07 10:24:00,1052.9,2,246,2,1052.9,2,2,3,223,Low Value
12581.0,2011-10-31 08:56:00,197.71,1,39,1,197.71,4,1,1,411,New Customers
12582.0,2011-04-15 08:45:00,1980.4,4,238,4,1980.4,2,3,4,234,At Risk
12583.0,2011-12-07 08:07:00,13591.58,27,2,27,13591.58,5,5,5,555,Champions
12584.0,2011-12-06 09:35:00,2338.15,9,3,9,2338.15,5,5,4,554,Champions
12585.0,2011-04-19 13:39:00,2040.1,2,233,2,2040.1,2,2,4,224,Low Value
12586.0,2011-11-22 16:24:00,2062.67,4,16,4,2062.67,5,3,4,534,Loyal Customers
12587.0,2011-12-02 12:47:00,144.0,1,7,1,144.0,5,1,1,511,New Customers
12588.0,2011-10-31 15:01:00,958.78,4,38,4,958.78,4,3,3,433,Loyal Customers
12589.0,2011-11-11 10:19:00,4695.66,8,28,8,4695.66,4,4,5,445,Champions
12590.0,2011-05-12 14:52:00,9864.26,2,210,2,9864.26,2,2,5,225,Low Value
12591.0,2011-01-26 14:35:00,1338.95,3,316,3,1338.95,2,3,4,234,At Risk
12592.0,2011-09-08 15:04:00,2582.66,5,91,5,2582.66,3,4,4,344,Loyal Customers
12593.0,2011-08-23 12:43:00,418.09999999999997,3,108,3,418.09999999999997,3,3,2,332,Loyal Customers
12594.0,2011-11-02 12:20:00,5090.110000000001,15,37,15,5090.110000000001,4,5,5,455,Champions
12595.0,2010-07-23 09:10:00,299.02,1,504,1,299.02,1,1,2,112,Low Value
12596.0,2011-10-19 13:02:00,618.27,2,50,2,618.27,4,2,3,423,New Customers
12597.0,2011-11-20 13:33:00,3811.22,4,18,4,3811.22,5,3,5,535,Loyal Customers
12598.0,2011-11-30 12:18:00,4534.09,11,9,11,4534.09,5,5,5,555,Champions
12599.0,2011-11-10 13:34:00,2296.72,13,28,13,2296.72,4,5,4,454,Champions
12600.0,2011-11-11 10:29:00,4967.42,21,28,21,4967.42,4,5,5,455,Champions
12601.0,2011-06-03 10:17:00,681.26,6,189,6,681.26,2,4,3,243,At Risk
12602.0,2011-10-12 11:22:00,153.12,1,58,1,153.12,4,1,1,411,New Customers
12603.0,2011-11-18 10:42:00,739.1999999999999,1,21,1,739.1999999999999,4,1,3,413,New Customers
12604.0,2011-09-21 14:08:00,254.18,2,78,2,254.18,3,2,1,321,Promising
12605.0,2010-11-28 14:18:00,1232.95,4,375,4,1232.95,2,3,4,234,At Risk
12606.0,2010-01-26 16:23:00,21.0,1,681,1,21.0,1,1,1,111,Low Value
12607.0,2011-10-10 16:06:00,1579.51,1,59,1,1579.51,3,1,4,314,Promising
12608.0,2010-10-31 10:49:00,415.79,1,404,1,415.79,2,1,2,212,Low Value
12609.0,2011-09-22 16:34:00,3435.86,9,77,9,3435.86,3,5,5,355,Loyal Customers
12610.0,2011-11-17 09:34:00,2099.54,5,22,5,2099.54,4,4,4,444,Champions
12611.0,2011-10-18 13:12:00,1193.32,1,51,1,1193.32,4,1,3,413,New Customers
12612.0,2011-09-26 15:35:00,704.0400000000001,1,73,1,704.0400000000001,3,1,3,313,Promising
12613.0,2011-10-13 14:59:00,6817.37,10,56,10,6817.37,4,5,5,455,Champions
12614.0,2011-03-07 10:22:00,315.6,1,277,1,315.6,2,1,2,212,Low Value
12615.0,2011-12-07 15:02:00,5740.98,8,1,8,5740.98,5,4,5,545,Champions
12616.0,2011-09-05 15:17:00,1131.1,3,94,3,1131.1,3,3,3,333,Loyal Customers
12617.0,2011-11-10 14:39:00,352.98,1,28,1,352.98,4,1,2,412,New Customers
12618.0,2011-11-18 11:10:00,177.31,1,21,1,177.31,4,1,1,411,New Customers
12619.0,2011-11-23 14:52:00,3781.38,10,15,10,3781.38,5,5,5,555,Champions
12620.0,2011-11-25 10:20:00,1339.41,3,14,3,1339.41,5,3,4,534,Loyal Customers
12621.0,2011-12-08 11:25:00,24311.2,35,1,35,24311.2,5,5,5,555,Champions
12622.0,2011-04-21 16:39:00,180.1,1,231,1,180.1,2,1,1,211,Low Value
12623.0,2011-03-08 13:50:00,3747.84,7,275,7,3747.84,2,4,5,245,At Risk
12624.0,2011-08-25 15:04:00,641.13,2,105,2,641.13,3,2,3,323,Promising
12625.0,2011-05-12 09:54:00,5164.88,4,211,4,5164.88,2,3,5,235,At Risk
12626.0,2011-11-16 16:06:00,6620.48,9,22,9,6620.48,4,5,5,455,Champions
12627.0,2011-11-29 12:07:00,4478.53,7,10,7,4478.53,5,4,5,545,Champions
12628.0,2011-12-05 13:15:00,786.46,3,3,3,786.46,5,3,3,533,Loyal Customers
12629.0,2010-11-19 09:18:00,1558.22,2,385,2,1558.22,2,2,4,224,Low Value
12630.0,2011-11-30 10:48:00,1270.88,2,9,2,1270.88,5,2,4,524,New Customers
12631.0,2011-10-13 13:53:00,3481.57,6,56,6,3481.57,4,4,5,445,Champions
12632.0,2010-07-07 09:39:00,804.88,2,520,2,804.88,1,2,3,123,Need Attention
12633.0,2011-10-12 11:40:00,5678.16,7,58,7,5678.16,4,4,5,445,Champions
12634.0,2010-06-22 10:05:00,490.0,2,535,2,490.0,1,2,2,122,Need Attention
12635.0,2011-09-11 11:04:00,2930.41,4,89,4,2930.41,3,3,5,335,Loyal Customers
12636.0,2009-12-01 09:55:00,141.0,1,738,1,141.0,1,1,1,111,Low Value
12637.0,2011-10-03 13:46:00,8283.81,12,66,12,8283.81,3,5,5,355,Loyal Customers
12638.0,2011-11-06 13:11:00,921.49,2,32,2,921.49,4,2,3,423,New Customers
12639.0,2011-04-15 12:48:00,1312.37,3,238,3,1312.37,2,3,4,234,At Risk
12640.0,2011-11-16 11:52:00,1174.58,3,23,3,1174.58,4,3,3,433,Loyal Customers
